z_{reio} 	 sigma_8 	 n_{eff} 	 f_{UV} 	 F(z=3.0) 	 F(z=3.2) 	 F(z=3.4) 	 F(z=3.6) 	 F(z=3.8) 	 F(z=4.0) 	 F(z=4.2) 	 F(z=4.6) 	 F(z=5.0) 	 F(z=5.4) 	 T_0(z=3.0) 	 T_0(z=3.2) 	 T_0(z=3.4) 	 T_0(z=3.6) 	 T_0(z=3.8) 	 T_0(z=4.0) 	 T_0(z=4.2) 	 T_0(z=4.6) 	 T_0(z=5.0) 	 T_0(z=5.4) 	 slope(z=3.0) 	 slope(z=3.2) 	 slope(z=3.4) 	 slope(z=3.6) 	 slope(z=3.8) 	 slope(z=4.0) 	 slope(z=4.2) 	 slope(z=4.6) 	 slope(z=5.0) 	 slope(z=5.4) 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.1289152395 	 1.9958918783 	 1.7247522548 	 1.4144119132 	 1.1671280098 	 0.9673096188 	 0.8040269477 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.2161750202 	 2.0946241284 	 1.8262154971 	 1.5121872070 	 1.2609972595 	 1.0570682856 	 0.8894937542 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.3070100720 	 2.1982374706 	 1.9336453586 	 1.6167195500 	 1.3624157604 	 1.1551595319 	 0.9840423597 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.4015698317 	 2.3069751747 	 2.0473989150 	 1.7284812865 	 1.4719936573 	 1.2623506116 	 1.0886451054 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.5000037359 	 2.4210922817 	 2.1678409209 	 1.8479627894 	 1.5903824609 	 1.3794925402 	 1.2043636291 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.6024724289 	 2.5408556036 	 2.2953668473 	 1.9757085166 	 1.7182922836 	 1.5074999916 	 1.3323819383 	 0.9950168668 	 0.7148666811 	 0.5150230524 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.6024724289 	 2.5408556036 	 2.2953668473 	 1.9757085166 	 1.7182922836 	 1.5074999916 	 1.3323819383 	 0.9950168668 	 0.7148666811 	 0.5150230524 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.7091440270 	 2.6665437238 	 2.4303952021 	 2.1122845605 	 1.8564918389 	 1.6473881535 	 1.4740097168 	 1.1412400414 	 0.8665244038 	 0.6707091400 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.7091440270 	 2.6665437238 	 2.4303952021 	 2.1122845605 	 1.8564918389 	 1.6473881535 	 1.4740097168 	 1.1412400414 	 0.8665244038 	 0.6707091400 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.8201866463 	 2.7984469966 	 2.5733713702 	 2.2583002812 	 2.0058049949 	 1.8002559747 	 1.6306889401 	 1.3089508420 	 1.0503528032 	 0.8734616693 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.8201866463 	 2.7984469966 	 2.5733713702 	 2.2583002812 	 2.0058049949 	 1.8002559747 	 1.6306889401 	 1.3089508420 	 1.0503528032 	 0.8734616693 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 2.9357796109 	 2.9368753948 	 2.7247522548 	 2.4144119132 	 2.1671280098 	 1.9673096188 	 1.8040269477 	 1.5013038857 	 1.2731809796 	 1.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 2.9357796109 	 2.9368753948 	 2.7247522548 	 2.4144119132 	 2.1671280098 	 1.9673096188 	 1.8040269477 	 1.5013038857 	 1.2731809796 	 1.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2500037359 	 2.1789838382 	 1.9510537572 	 1.6631679527 	 1.4313449043 	 1.2415409409 	 1.0839256126 	 0.7807763161 	 0.5307798178 	 0.3559272377 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.2500037359 	 2.1789838382 	 1.9510537572 	 1.6631679527 	 1.4313449043 	 1.2415409409 	 1.0839256126 	 0.7807763161 	 0.5307798178 	 0.3559272377 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.7500037359 	 2.6632007251 	 2.3846242451 	 2.0327612317 	 1.7494200176 	 1.5174407891 	 1.3247983384 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 2.7500037359 	 2.6632007251 	 2.3846242451 	 2.0327612317 	 1.7494200176 	 1.5174407891 	 1.3247983384 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 3.0000037359 	 2.9053130922 	 2.6014075692 	 2.2175560684 	 1.9084575742 	 1.6553890380 	 1.4452330477 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 3.0000037359 	 2.9053130922 	 2.6014075692 	 2.2175560684 	 1.9084575742 	 1.6553890380 	 1.4452330477 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 2.2500037359 	 2.1789838382 	 1.9510537572 	 1.6631679527 	 1.4313449043 	 1.2415409409 	 1.0839256126 	 0.7807763161 	 0.5307798178 	 0.3559272377 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 2.2500037359 	 2.1789838382 	 1.9510537572 	 1.6631679527 	 1.4313449043 	 1.2415409409 	 1.0839256126 	 0.7807763161 	 0.5307798178 	 0.3559272377 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 2.2500037359 	 2.1789838382 	 1.9510537572 	 1.6631679527 	 1.4313449043 	 1.2415409409 	 1.0839256126 	 0.7807763161 	 0.5307798178 	 0.3559272377 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 2.2500037359 	 2.1789838382 	 1.9510537572 	 1.6631679527 	 1.4313449043 	 1.2415409409 	 1.0839256126 	 0.7807763161 	 0.5307798178 	 0.3559272377 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 2.7500037359 	 2.6632007251 	 2.3846242451 	 2.0327612317 	 1.7494200176 	 1.5174407891 	 1.3247983384 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 2.7500037359 	 2.6632007251 	 2.3846242451 	 2.0327612317 	 1.7494200176 	 1.5174407891 	 1.3247983384 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 2.7500037359 	 2.6632007251 	 2.3846242451 	 2.0327612317 	 1.7494200176 	 1.5174407891 	 1.3247983384 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 2.7500037359 	 2.6632007251 	 2.3846242451 	 2.0327612317 	 1.7494200176 	 1.5174407891 	 1.3247983384 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 3.0000037359 	 2.9053130922 	 2.6014075692 	 2.2175560684 	 1.9084575742 	 1.6553890380 	 1.4452330477 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 3.0000037359 	 2.9053130922 	 2.6014075692 	 2.2175560684 	 1.9084575742 	 1.6553890380 	 1.4452330477 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 3.0000037359 	 2.9053130922 	 2.6014075692 	 2.2175560684 	 1.9084575742 	 1.6553890380 	 1.4452330477 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 3.0000037359 	 2.9053130922 	 2.6014075692 	 2.2175560684 	 1.9084575742 	 1.6553890380 	 1.4452330477 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.9123333333 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8790000000 	 0.0000000000 	 2.0000037359 	 1.9368753948 	 1.7342704330 	 1.4783731160 	 1.2723073476 	 1.1035926920 	 0.9634909033 	 0.6940260504 	 0.4718015902 	 0.3163799518 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
